formatted_date,precip_type,temperature_c,apparent_temperature_c,humidity,wind_speed_kmh,visibility_km,pressure_millibars,wind_strength,avg_temperature_c,avg_humidity,avg_wind_speed_kmh
2006-01-13 00:00:00+00:00,snow,-0.6777777777777771,-2.683333333333332,0.96,5.763800000000001,3.6547,1036.79,gale,-0.3571759259259253,0.9237500000000001,6.6110625
2006-01-14 00:00:00+00:00,snow,-3.6055555555555534,-5.8500000000000005,0.92,5.361300000000001,3.6386,1037.76,strong,-1.1347222222222222,0.8937499999999999,6.8284125
2006-01-15 00:00:00+00:00,snow,-3.644444444444444,-6.022222222222222,0.84,5.635000000000001,8.645700000000001,1034.86,gale,-3.135648148148148,0.8575,7.3382458333333345
2006-01-16 00:00:00+00:00,snow,-4.116666666666666,-4.116666666666666,0.87,2.5277000000000003,6.3434,1030.03,moderate,-3.639814814814814,0.8183333333333334,2.543129166666667
2006-01-17 00:00:00+00:00,snow,-2.144444444444444,-6.9944444444444445,0.91,14.7637,5.2647,1017.61,gale,-3.7761574074074074,0.8954166666666667,12.578125
2006-01-18 00:00:00+00:00,rain,1.2277777777777783,-2.6444444444444453,0.87,13.7011,9.1448,1009.95,gale,1.9729166666666667,0.9275000000000001,12.553975000000001
2006-01-19 00:00:00+00:00,snow,-4.21111111111111,-8.616666666666667,0.88,11.0124,11.253900000000002,1024.15,gale,-1.2391203703703706,0.7941666666666666,17.628829166666666
2006-01-20 00:00:00+00:00,snow,-1.7333333333333338,-3.455555555555555,0.85,4.83,11.5276,1023.34,strong,-2.145601851851852,0.8312499999999999,7.944679166666667
2006-01-21 00:00:00+00:00,rain,0.3055555555555539,0.3055555555555539,0.92,1.0626000000000002,11.6081,1020.95,weak,0.7363425925925923,0.8604166666666666,7.846737500000001
2006-01-22 00:00:00+00:00,snow,-9.483333333333333,-17.944444444444443,0.71,24.2466,14.1036,1029.76,gale,-2.965509259259259,0.8020833333333334,20.473833333333335
2006-01-23 00:00:00+00:00,snow,-11.583333333333334,-16.87222222222222,0.74,9.3219,14.9569,1041.15,gale,-11.469444444444443,0.6816666666666666,15.694145833333335
2006-01-24 00:00:00+00:00,snow,-12.7,-12.7,0.86,3.4293,9.8693,1041.13,strong,-10.83472222222222,0.7816666666666667,4.704554166666667
2006-01-25 00:00:00+00:00,snow,-11.1,-16.20555555555556,0.82,9.0965,9.4829,1030.28,gale,-9.775462962962964,0.7845833333333333,4.5985625
2006-01-26 00:00:00+00:00,snow,-10.372222222222224,-10.372222222222224,0.82,3.3005,14.715400000000002,1030.55,moderate,-7.934722222222223,0.7075,9.180354166666667
2006-01-27 00:00:00+00:00,snow,-8.927777777777777,-12.416666666666666,0.84,6.295100000000001,9.7566,1031.86,gale,-6.629166666666666,0.6887500000000001,6.3823083333333335
2006-01-28 00:00:00+00:00,snow,-1.8833333333333335,-1.8833333333333335,0.77,3.7352,7.824600000000001,1031.43,strong,-3.4930555555555554,0.7158333333333333,5.2714083333333335
2006-01-29 00:00:00+00:00,snow,-0.4944444444444447,-3.933333333333332,0.75,10.1752,6.3434,1031.64,gale,0.48402777777777795,0.6808333333333333,8.847620833333334
2006-01-30 00:00:00+00:00,snow,-0.6055555555555555,-0.6055555555555555,0.91,4.5402000000000005,6.5366,1026.02,strong,-0.11712962962962947,0.78375,5.685983333333334
2006-01-31 00:00:00+00:00,snow,-2.005555555555555,-3.855555555555556,0.89,5.0071,4.8461,1025.24,strong,-1.432175925925926,0.8845833333333334,8.744312500000001
2006-02-01 00:00:00+00:00,snow,-2.4666666666666672,-4.322222222222223,0.89,4.9105,3.8962,1023.23,strong,-1.9511574074074074,0.8641666666666666,6.619783333333334
2006-02-02 00:00:00+00:00,snow,-4.466666666666666,-4.466666666666666,0.88,1.8193,2.9946,1020.93,moderate,-3.4657407407407406,0.9141666666666667,5.485404166666666
2006-02-03 00:00:00+00:00,snow,-3.5000000000000004,-6.094444444444444,0.8,6.1502,5.6833,1020.41,gale,-3.4025462962962956,0.7912500000000001,3.9210208333333334
2006-02-04 00:00:00+00:00,snow,-4.855555555555554,-7.666666666666667,0.91,6.166300000000001,4.0572,1024.81,gale,-3.7203703703703703,0.8095833333333333,7.9258958333333345
2006-02-05 00:00:00+00:00,snow,-8.47777777777778,-13.08888888888889,0.82,9.0482,14.0553,1026.73,gale,-5.609953703703703,0.6979166666666666,14.9951375
2006-02-06 00:00:00+00:00,snow,-10.305555555555555,-14.033333333333331,0.8,6.3434,14.0875,1028.22,gale,-7.019907407407408,0.6679166666666667,15.305733333333334
2006-02-07 00:00:00+00:00,snow,-5.5777777777777775,-11.005555555555556,0.9,13.8621,4.8139,1017.8,gale,-5.681712962962963,0.6454166666666666,12.839079166666666
2006-02-08 00:00:00+00:00,snow,-2.000000000000001,-4.888888888888889,0.84,7.486500000000001,14.2163,1008.59,gale,-1.7069444444444442,0.9029166666666667,11.182791666666667
2006-02-09 00:00:00+00:00,snow,-2.9611111111111104,-6.900000000000001,0.95,10.2396,1.0948000000000002,1009.0,gale,-1.2187500000000002,0.9316666666666666,9.786116666666667
2006-02-10 00:00:00+00:00,snow,-1.277777777777778,-3.2166666666666663,0.96,5.425700000000001,1.1431,1014.3,strong,-1.3437500000000002,0.9716666666666667,5.1781625
2006-02-11 00:00:00+00:00,snow,-4.249999999999999,-4.249999999999999,0.93,3.4132,8.3237,1021.77,strong,-1.3381944444444445,0.9254166666666667,8.172091666666667
2006-02-12 00:00:00+00:00,snow,-3.394444444444444,-7.466666666666667,0.8,10.4167,14.4095,1022.97,gale,-1.2958333333333336,0.8145833333333333,13.165104166666667
2006-02-13 00:00:00+00:00,snow,-3.6555555555555546,-3.6555555555555546,0.87,3.0429,6.6493,1023.68,moderate,-2.424537037037037,0.7991666666666667,8.093604166666667
2006-02-14 00:00:00+00:00,snow,-2.4000000000000004,-4.444444444444445,0.95,5.313,3.719100000000001,1024.57,strong,-1.0837962962962966,0.8595833333333333,5.3834375
2006-02-15 00:00:00+00:00,snow,-0.8944444444444442,-6.344444444444445,0.96,19.964,0.966,1013.57,gale,-1.7689814814814815,0.92125,11.876433333333333
2006-02-16 00:00:00+00:00,rain,3.111111111111112,-0.255555555555556,0.95,13.2503,2.9624,1002.68,gale,1.9944444444444447,0.9512499999999999,19.274383333333336
2006-02-17 00:00:00+00:00,rain,0.916666666666666,-1.188888888888889,0.96,6.6332,14.3612,1007.22,gale,3.7356481481481487,0.9408333333333334,12.562025
2006-02-18 00:00:00+00:00,rain,2.322222222222222,-0.7555555555555552,0.84,10.996300000000002,14.6832,1010.48,gale,5.8939814814814815,0.8170833333333333,14.577879166666667
2006-02-19 00:00:00+00:00,rain,3.827777777777778,0.6222222222222208,0.85,13.2342,14.168000000000005,1011.91,gale,7.663425925925925,0.7370833333333334,11.577241666666666
2006-02-20 00:00:00+00:00,rain,5.733333333333333,3.461111111111109,0.86,10.4167,14.876400000000002,1011.44,gale,8.063657407407408,0.7729166666666667,15.804833333333335
2006-02-21 00:00:00+00:00,rain,5.52777777777778,5.52777777777778,0.94,1.5778,6.4722,1014.15,weak,7.004166666666666,0.8908333333333333,9.006608333333334
2006-02-22 00:00:00+00:00,rain,2.344444444444444,-0.5333333333333338,0.85,10.1591,12.9605,1020.24,gale,4.846990740740741,0.8562500000000001,9.818316666666666
2006-02-23 00:00:00+00:00,rain,1.2444444444444456,-3.2888888888888896,0.9,17.516800000000003,6.7781,1019.01,gale,1.9636574074074076,0.8566666666666666,10.479758333333335
2006-02-24 00:00:00+00:00,rain,2.561111111111111,0.3166666666666668,0.92,7.889000000000001,8.1144,1014.36,gale,3.3557870370370364,0.8808333333333334,18.148054166666668
2006-02-25 00:00:00+00:00,rain,1.0666666666666675,1.0666666666666675,0.96,4.0894,3.4776,1011.39,strong,1.7509259259259256,0.9345833333333333,5.1540125
2006-02-26 00:00:00+00:00,snow,-1.683333333333334,-6.144444444444444,0.86,13.4274,8.0822,1011.59,gale,0.588425925925926,0.9075000000000001,12.054875000000001
2006-02-27 00:00:00+00:00,snow,-3.5277777777777786,-6.388888888888889,0.85,6.7620000000000005,11.0607,1016.67,gale,-2.0777777777777775,0.7591666666666667,14.2464875
2006-02-28 00:00:00+00:00,snow,-3.75,-3.75,0.89,3.751300000000001,9.1931,1016.16,strong,-3.582175925925926,0.7954166666666667,14.161962500000001
2006-03-01 00:00:00+00:00,snow,-4.894444444444444,-7.433333333333333,0.92,5.5867,3.8318,1007.2,gale,-2.5400462962962957,0.8420833333333334,12.371508333333333
2006-03-02 00:00:00+00:00,snow,-3.594444444444444,-7.427777777777779,0.89,9.4668,9.9015,1010.39,gale,-1.770138888888889,0.8766666666666666,9.719704166666668
2006-03-03 00:00:00+00:00,rain,2.6111111111111125,-2.016666666666666,0.74,20.6885,14.586600000000002,1005.71,gale,-0.6562500000000001,0.8020833333333334,15.353362500000001
2006-03-04 00:00:00+00:00,rain,8.516666666666666,5.0666666666666655,0.73,24.8423,14.6349,998.15,gale,7.493981481481481,0.75875,22.925729166666667
2006-03-05 00:00:00+00:00,rain,1.2833333333333343,-1.7055555555555555,0.91,9.7888,4.8783,1006.3,gale,2.7493055555555554,0.9079166666666666,17.3075
2006-03-06 00:00:00+00:00,snow,-1.0777777777777784,-5.994444444444444,0.81,16.454200000000004,7.4543,1010.19,gale,-1.0752314814814814,0.8583333333333334,12.843104166666668
2006-03-07 00:00:00+00:00,snow,-2.2222222222222223,-6.694444444444445,0.67,12.9444,14.9569,1014.62,gale,-0.9900462962962964,0.6741666666666667,18.336558333333333
2006-03-08 00:00:00+00:00,snow,-4.238888888888888,-4.238888888888888,0.84,3.381,8.1788,1015.77,moderate,-1.2423611111111112,0.68125,12.281616666666666
2006-03-09 00:00:00+00:00,rain,1.377777777777776,-2.305555555555555,0.82,12.9283,13.4757,1010.29,gale,0.5631944444444442,0.7529166666666667,19.521250000000002
2006-03-10 00:00:00+00:00,rain,3.955555555555554,1.722222222222223,0.95,8.774500000000002,3.6547,1000.91,gale,4.463425925925926,0.8745833333333333,10.656858333333334
2006-03-11 00:00:00+00:00,rain,2.0388888888888896,0.4277777777777795,0.93,5.763800000000001,7.422100000000001,1005.74,gale,4.631944444444445,0.8541666666666666,10.195995833333333
2006-03-12 00:00:00+00:00,rain,0.4944444444444447,-6.4,0.74,36.273300000000006,14.2163,1011.77,gale,2.685185185185185,0.7925,26.501270833333336
2006-03-13 00:00:00+00:00,snow,-1.2944444444444434,-6.905555555555555,0.89,20.3504,8.2593,1017.14,gale,-1.4967592592592593,0.9049999999999999,31.941729166666665
2006-03-14 00:00:00+00:00,snow,-0.2277777777777778,-3.888888888888889,0.9,11.27,6.3434,1020.06,gale,-0.17361111111111083,0.8591666666666667,14.795900000000001
2006-03-15 00:00:00+00:00,rain,0.0222222222222217,0.0222222222222217,0.91,3.864,4.5563,1021.59,strong,1.210185185185185,0.7970833333333333,5.3029375
2006-03-16 00:00:00+00:00,rain,1.877777777777779,1.877777777777779,0.9,3.6547,5.6672,1021.07,strong,2.777083333333334,0.8116666666666666,3.7298333333333336
2006-03-17 00:00:00+00:00,rain,2.272222222222224,0.7944444444444443,0.89,5.506200000000001,10.6421,1020.09,gale,3.309259259259259,0.8570833333333333,8.141904166666666
2006-03-18 00:00:00+00:00,rain,2.1611111111111114,2.1611111111111114,0.92,2.7853000000000003,9.2414,1019.0,moderate,3.272916666666667,0.8345833333333333,4.3865791666666665
2006-03-19 00:00:00+00:00,rain,0.3055555555555539,-1.6666666666666667,0.95,6.021400000000001,7.744099999999999,1014.53,gale,3.775,0.7879166666666667,7.3892291666666665
2006-03-20 00:00:00+00:00,rain,2.188888888888888,-0.5777777777777773,0.87,9.5634,8.935500000000001,1011.21,gale,5.810185185185186,0.74375,11.301529166666667
2006-03-21 00:00:00+00:00,rain,7.922222222222221,7.000000000000001,0.86,6.359500000000001,14.023100000000005,1009.05,gale,9.02962962962963,0.7133333333333334,12.965866666666665
2006-03-22 00:00:00+00:00,rain,9.394444444444442,7.755555555555556,0.86,10.980200000000002,14.0875,1003.38,gale,11.01898148148148,0.8520833333333333,9.501683333333334
2006-03-23 00:00:00+00:00,rain,2.066666666666666,-2.8666666666666667,0.63,21.9121,14.586600000000002,1012.31,gale,5.435185185185184,0.7291666666666666,25.215283333333332
2006-03-24 00:00:00+00:00,rain,1.405555555555556,-2.111111111111112,0.78,12.1394,14.9569,1016.27,gale,3.046990740740741,0.6783333333333333,14.555070833333334
2006-03-25 00:00:00+00:00,rain,5.8500000000000005,4.377777777777779,0.8,7.148400000000001,14.844200000000004,1017.93,gale,7.516666666666667,0.6741666666666667,14.032491666666667
2006-03-26 00:00:00+00:00,rain,9.644444444444444,8.827777777777778,0.87,6.9874,14.9569,1017.4,gale,12.522916666666667,0.7020833333333334,11.772454166666668
2006-03-27 00:00:00+00:00,rain,10.572222222222225,10.572222222222225,0.78,10.3523,14.9569,1012.66,gale,14.115277777777777,0.6925,11.724154166666667
2006-03-28 00:00:00+00:00,rain,9.738888888888887,9.105555555555556,0.88,6.295100000000001,14.168000000000005,1005.39,gale,13.744444444444445,0.7070833333333333,15.802820833333334
2006-03-29 00:00:00+00:00,rain,8.55,5.894444444444444,0.71,17.0177,14.9569,1012.37,gale,10.436574074074075,0.7216666666666667,25.880079166666672
2006-03-30 00:00:00+00:00,rain,9.15,7.166666666666667,0.68,12.8639,14.9569,1013.63,gale,11.236574074074076,0.5879166666666666,18.417729166666668
2006-03-31 00:00:00+00:00,rain,8.350000000000001,6.600000000000001,0.82,10.432800000000002,14.9569,1015.85,gale,10.437037037037037,0.8108333333333334,12.194408333333334
2006-04-01 00:00:00+00:00,rain,9.377777777777778,9.377777777777778,0.89,3.9284,14.9569,1015.94,strong,12.683101851851852,0.7200000000000001,11.844904166666668
2006-04-02 00:00:00+00:00,rain,8.722222222222223,8.722222222222223,0.93,4.5724,11.3988,1014.98,strong,12.396296296296297,0.7570833333333334,6.555383333333334
2006-04-03 00:00:00+00:00,rain,9.188888888888888,7.300000000000001,0.77,12.3165,14.9569,1013.46,gale,12.326157407407408,0.7266666666666667,6.442012500000001
2006-04-04 00:00:00+00:00,rain,4.911111111111113,4.911111111111113,0.91,1.0143,3.4454,1015.4,weak,8.624305555555555,0.8354166666666667,10.719245833333334
2006-04-05 00:00:00+00:00,rain,9.27222222222222,9.27222222222222,0.89,3.6386,15.005200000000002,1007.55,strong,10.767824074074076,0.73375,13.727933333333334
2006-04-06 00:00:00+00:00,rain,5.666666666666668,3.755555555555554,0.91,8.7262,9.9015,1012.87,gale,6.427546296296296,0.915,15.197058333333333
2006-04-07 00:00:00+00:00,rain,4.01111111111111,1.0444444444444458,0.83,12.1555,13.9104,1016.82,gale,6.779629629629629,0.6858333333333334,12.2199
2006-04-08 00:00:00+00:00,rain,5.0666666666666655,3.938888888888891,0.81,5.635000000000001,14.9569,1018.24,gale,8.107870370370371,0.6491666666666667,7.2470125
2006-04-09 00:00:00+00:00,rain,8.244444444444447,5.98888888888889,0.72,13.3791,14.9569,1015.16,gale,10.68773148148148,0.6170833333333333,13.100704166666667
2006-04-10 00:00:00+00:00,rain,11.183333333333334,11.183333333333334,0.8,10.8192,14.9569,1008.71,gale,14.461574074074074,0.5979166666666667,18.239958333333334
2006-04-11 00:00:00+00:00,rain,8.633333333333333,5.466666666666669,0.87,22.0409,6.6976,1005.1,gale,11.92962962962963,0.8595833333333333,15.647858333333334
2006-04-12 00:00:00+00:00,rain,7.311111111111109,6.183333333333335,0.82,6.745900000000001,14.0553,1007.0,gale,8.294907407407408,0.78875,20.766987500000003
2006-04-13 00:00:00+00:00,rain,5.438888888888888,5.438888888888888,0.88,3.719100000000001,9.982,1012.23,strong,7.440277777777777,0.7458333333333332,11.593341666666667
2006-04-14 00:00:00+00:00,rain,8.338888888888887,8.338888888888887,0.88,0.6923,15.005200000000002,1015.35,weak,11.166203703703703,0.72125,11.2921375
2006-04-15 00:00:00+00:00,rain,11.02777777777778,11.02777777777778,0.74,11.382700000000002,14.9569,1015.7,gale,12.755092592592591,0.6620833333333334,10.356325
2006-04-16 00:00:00+00:00,rain,10.82777777777778,10.82777777777778,0.86,9.177,14.168000000000005,1013.13,gale,14.27962962962963,0.7062499999999999,15.852462500000001
2006-04-17 00:00:00+00:00,rain,8.977777777777776,7.366666666666664,0.95,10.3201,6.8425,1012.66,gale,13.44675925925926,0.7287499999999999,11.917354166666668
2006-04-18 00:00:00+00:00,rain,13.011111111111113,13.011111111111113,0.82,9.6278,14.9569,1011.27,gale,14.228703703703703,0.7291666666666666,6.803591666666667
2006-04-19 00:00:00+00:00,rain,10.405555555555551,10.405555555555551,0.92,3.6064000000000007,2.0125,1012.05,strong,13.880324074074075,0.8233333333333334,12.507687500000001
2006-04-20 00:00:00+00:00,rain,12.155555555555557,12.155555555555557,0.95,2.8497000000000003,3.6386,1015.64,moderate,12.495370370370372,0.92875,5.304279166666666
2006-04-21 00:00:00+00:00,rain,9.43888888888889,8.850000000000001,0.96,5.9731000000000005,1.8032000000000004,1017.23,gale,13.240046296296297,0.8887499999999999,6.835120833333334
2006-04-22 00:00:00+00:00,rain,9.86111111111111,9.86111111111111,0.96,3.2361,4.459700000000001,1016.16,moderate,13.874305555555557,0.8154166666666667,4.291991666666667
2006-04-23 00:00:00+00:00,rain,10.250000000000002,10.250000000000002,0.95,5.2969,4.7495,1017.13,strong,15.851851851851853,0.7183333333333333,4.4093875
2006-04-24 00:00:00+00:00,rain,12.383333333333333,12.383333333333333,0.8,4.6207,14.168000000000005,1019.59,strong,17.066203703703703,0.6591666666666667,2.989904166666667
2006-04-25 00:00:00+00:00,rain,11.81111111111111,11.81111111111111,0.84,4.9910000000000005,14.9569,1018.38,strong,17.343287037037037,0.6695833333333333,8.0681125
2006-04-26 00:00:00+00:00,rain,13.788888888888888,13.788888888888888,0.77,6.0858,14.9569,1014.58,gale,18.037731481481483,0.6454166666666666,6.696929166666667
2006-04-27 00:00:00+00:00,rain,13.605555555555558,13.605555555555558,0.9,9.982,12.042800000000002,1012.67,gale,16.292592592592595,0.7766666666666667,7.691775000000001
2006-04-28 00:00:00+00:00,rain,11.588888888888889,11.588888888888889,0.74,5.474,14.9569,1009.9,strong,16.5912037037037,0.6445833333333334,13.447525
2006-04-29 00:00:00+00:00,rain,10.82777777777778,10.82777777777778,0.62,13.1859,14.9569,1011.18,gale,13.822685185185186,0.5716666666666667,20.818641666666668
2006-04-30 00:00:00+00:00,rain,11.88888888888889,11.88888888888889,0.6,15.939000000000002,14.9569,1013.76,gale,13.752083333333333,0.5375,15.334579166666666
2006-05-01 00:00:00+00:00,rain,11.133333333333333,11.133333333333333,0.91,7.502600000000001,6.9391,1018.35,gale,12.210185185185184,0.8075,10.5434875
2006-05-02 00:00:00+00:00,rain,10.27777777777778,10.27777777777778,0.84,5.7477,13.9748,1022.55,gale,13.711574074074074,0.755,10.249662500000001
2006-05-03 00:00:00+00:00,rain,10.616666666666667,10.616666666666667,0.86,5.4579,14.023100000000005,1025.77,strong,13.524305555555555,0.7304166666666667,7.9996875
2006-05-04 00:00:00+00:00,rain,8.06666666666667,6.666666666666667,0.82,8.4042,14.9569,1025.7,gale,12.930324074074074,0.6404166666666666,9.763308333333333
2006-05-05 00:00:00+00:00,rain,8.044444444444443,6.272222222222222,0.78,10.2235,15.3111,1022.14,gale,13.694907407407406,0.6025,8.877808333333334
2006-05-06 00:00:00+00:00,rain,6.783333333333334,6.783333333333334,0.89,4.4919,11.6081,1018.74,strong,10.655324074074075,0.7533333333333333,11.679208333333333
2006-05-07 00:00:00+00:00,rain,10.511111111111113,10.511111111111113,0.9,6.230700000000001,14.168000000000005,1017.39,gale,12.609027777777778,0.7645833333333334,8.021825
2006-05-08 00:00:00+00:00,rain,10.555555555555555,10.555555555555555,0.9,5.2808,9.982,1017.62,strong,13.565972222222221,0.7670833333333333,4.852808333333334
2006-05-09 00:00:00+00:00,rain,8.494444444444444,8.494444444444444,0.93,3.381,15.0535,1015.99,moderate,14.939351851851853,0.6995833333333333,5.5256541666666665
2006-05-10 00:00:00+00:00,rain,9.872222222222224,9.333333333333332,0.88,6.0375000000000005,15.005200000000002,1011.71,gale,15.049768518518519,0.6466666666666666,12.170258333333335
2006-05-11 00:00:00+00:00,rain,8.699999999999998,8.699999999999998,0.92,2.737,5.5384,1016.93,moderate,11.96851851851852,0.8125,10.3341875
2006-05-12 00:00:00+00:00,rain,10.272222222222224,10.272222222222224,0.9,5.554500000000001,14.168000000000005,1021.04,gale,14.942592592592591,0.6841666666666667,5.3143416666666665
2006-05-13 00:00:00+00:00,rain,11.994444444444447,11.994444444444447,0.75,6.3756,15.3111,1018.13,gale,17.013194444444444,0.5958333333333333,11.454479166666667
2006-05-14 00:00:00+00:00,rain,14.02777777777778,14.02777777777778,0.79,11.4471,14.9569,1017.34,gale,17.121296296296297,0.6658333333333334,10.2074
2006-05-15 00:00:00+00:00,rain,10.755555555555556,10.755555555555556,0.95,4.4919,14.7959,1021.09,strong,15.795138888888891,0.7704166666666667,9.714337500000001
2006-05-16 00:00:00+00:00,rain,14.07777777777778,14.07777777777778,0.79,5.635000000000001,14.9569,1017.44,gale,18.40648148148148,0.6329166666666667,9.706958333333334
2006-05-17 00:00:00+00:00,rain,11.988888888888887,11.988888888888887,0.89,4.1699,14.023100000000005,1018.41,strong,16.46990740740741,0.7891666666666667,13.473016666666666
2006-05-18 00:00:00+00:00,rain,15.483333333333333,15.483333333333333,0.74,11.640300000000002,15.3111,1016.05,gale,17.971527777777776,0.66625,8.408895833333334
2006-05-19 00:00:00+00:00,rain,13.855555555555554,13.855555555555554,0.92,4.379200000000001,14.168000000000005,1013.48,strong,18.241203703703704,0.7324999999999999,14.082133333333333
2006-05-20 00:00:00+00:00,rain,15.0,15.0,0.9,3.4132,15.3111,1008.74,strong,18.49328703703704,0.735,4.485191666666666
2006-05-21 00:00:00+00:00,rain,14.494444444444447,14.494444444444447,0.84,4.3309,14.9569,1012.98,strong,17.675462962962964,0.7108333333333333,8.6919875
2006-05-22 00:00:00+00:00,rain,16.305555555555557,16.305555555555557,0.81,4.379200000000001,14.9569,1012.96,strong,20.782638888888886,0.6366666666666666,7.552241666666667
2006-05-23 00:00:00+00:00,rain,17.91111111111111,17.91111111111111,0.83,4.8139,14.9569,1014.84,strong,23.3412037037037,0.6095833333333334,8.6356375
2006-05-24 00:00:00+00:00,rain,13.58888888888889,13.58888888888889,0.92,14.876400000000002,14.876400000000002,1019.12,gale,17.89513888888889,0.7687499999999999,17.915945833333335
2006-05-25 00:00:00+00:00,rain,11.138888888888888,11.138888888888888,0.92,3.6064000000000007,14.9569,1020.77,strong,15.51296296296296,0.7025,9.160229166666667
2006-05-26 00:00:00+00:00,rain,14.511111111111113,14.511111111111113,0.84,5.119800000000001,14.586600000000002,1018.2,strong,17.269675925925927,0.6974999999999999,8.407554166666666
2006-05-27 00:00:00+00:00,rain,15.783333333333331,15.783333333333331,0.85,6.3434,14.9569,1018.73,gale,18.58564814814815,0.685,18.536466666666666
2006-05-28 00:00:00+00:00,rain,14.81666666666667,14.81666666666667,0.91,12.2682,8.420300000000001,1015.9,gale,18.31203703703704,0.7695833333333333,11.64835
2006-05-29 00:00:00+00:00,rain,11.266666666666667,11.266666666666667,0.96,2.8336,9.9015,1007.3,moderate,14.004861111111111,0.8591666666666667,9.652620833333334
2006-05-30 00:00:00+00:00,rain,10.16111111111111,10.16111111111111,0.93,10.432800000000002,9.8371,1002.53,gale,11.269907407407407,0.9229166666666666,11.388066666666667
2006-05-31 00:00:00+00:00,rain,7.699999999999999,5.672222222222223,0.87,11.2217,14.9569,1014.39,gale,11.20925925925926,0.7616666666666667,16.94525
2006-06-01 00:00:00+00:00,rain,10.52777777777778,10.52777777777778,0.85,9.9498,14.168000000000005,1016.33,gale,13.07314814814815,0.6670833333333334,8.548429166666667
2006-06-02 00:00:00+00:00,rain,10.66111111111111,10.66111111111111,0.93,7.5187,13.9104,1013.63,gale,11.383333333333333,0.92875,17.102225
2006-06-03 00:00:00+00:00,rain,11.405555555555557,11.405555555555557,0.96,10.2718,14.0875,1012.85,gale,12.22037037037037,0.8766666666666666,8.529645833333333
2006-06-04 00:00:00+00:00,rain,10.272222222222224,10.272222222222224,0.93,10.6743,14.023100000000005,1015.19,gale,12.162962962962963,0.9354166666666667,10.005479166666667
2006-06-05 00:00:00+00:00,rain,8.344444444444447,7.322222222222223,0.89,6.9713,14.168000000000005,1021.32,gale,12.426851851851852,0.7191666666666667,15.336591666666669
2006-06-06 00:00:00+00:00,rain,10.316666666666666,10.316666666666666,0.95,12.5097,14.876400000000002,1022.6,gale,13.886342592592591,0.71625,7.765566666666667
2006-06-07 00:00:00+00:00,rain,12.383333333333333,12.383333333333333,0.9,15.810200000000002,14.9569,1021.85,gale,13.28888888888889,0.8458333333333333,12.347358333333334
2006-06-08 00:00:00+00:00,rain,12.7,12.7,0.84,11.0285,14.9569,1023.59,gale,13.387268518518518,0.7620833333333333,13.100704166666667
2006-06-09 00:00:00+00:00,rain,10.955555555555556,10.955555555555556,0.85,2.6243,15.262800000000002,1020.6,moderate,15.483333333333333,0.6729166666666666,7.899733333333334
2006-06-10 00:00:00+00:00,rain,8.06666666666667,8.06666666666667,0.95,2.1574000000000004,10.2718,1022.57,moderate,11.251157407407407,0.9041666666666667,8.041279166666667
